place_external_id,category_slug,is_primary
manual-msk-pokrovskie-bani-bagrationovskiy,bathhouse,true
afisha-msk-paveletskie-bani-519062,bathhouse,true
afisha-msk-usachevskie-bani-519058,bathhouse,true
kudago-msk-yablonevye-sady-v-kolomenskom-parke,park,true
kudago-msk-serebryano-vinogradnyj-prud,park,true
kudago-msk-morozovskij-sad,park,true
kudago-msk-voroncovskie-prudy,park,true
kudago-msk-prud-zolotoj-kolos,park,true
kudago-msk-kruglyj-prud,park,true
kudago-msk-golicynskij-prud,park,true
kudago-msk-park-u-dzhamgarovskogo-pruda,park,true
kudago-msk-milyutinskij-sad,park,true
kudago-msk-park-druzhby,park,true
kudago-msk-park-50-letiya-oktyabrya,park,true
kudago-msk-park-dubki-sao,park,true
kudago-msk-park-park-gorka,park,true
kudago-msk-catedra,landmark,true
kudago-msk-hram-hrista-spasitelya,landmark,true
kudago-msk-stena-viktora-coya,landmark,true
kudago-msk-krasnaya-ploshad,landmark,true
kudago-msk-ploskie-doma-moskvy,landmark,true
kudago-msk-hrushyovki-na-izumrudnoj-ulice,landmark,true
kudago-msk-ivanovskaya-gorkaa,landmark,true
kudago-msk-zhertvy-porokov,landmark,true
kudago-msk-nulevoj-kilometr,landmark,true
kudago-msk-dvory-pyatnickaya-i-ordynskaya,landmark,true
kudago-msk-dom-margarity,landmark,true
kudago-msk-serdce-ermitazh,landmark,true
kudago-msk-sobor-vasiliya-blazhennogo,landmark,true
kudago-msk-palaty-mazepy-sobor,landmark,true
kudago-msk-kruglyj-dom,landmark,true
kudago-msk-spasskij-sobor-andronikova-monastyrya,landmark,true
kudago-msk-dom-shurika,landmark,true
kudago-msk-razorvannyj-dom,landmark,true
kudago-msk-glavnoe-zdanie-mgu,landmark,true
kudago-msk-apteka-ferrejna,landmark,true
kudago-msk-solodezhnya-v-simonovom-monastyre,landmark,true
kudago-msk-dom-sorokonozhka,landmark,true
kudago-msk-zhiloj-dom-abrikosovyh,landmark,true
kudago-msk-film-pokrovskie-vorota,landmark,true
kudago-msk-moskovskij-monetnyj-dvor,landmark,true
kudago-msk-ruwikipediaorg,landmark,true
kudago-msk-znamenskij-monastyr,landmark,true
kudago-msk-fontan-adam-i-eva,landmark,true
kudago-msk-novospasskij-monastyr,landmark,true
kudago-msk-fontan-pohishenie-evropy,landmark,true
kudago-msk-fontan-iskusstv,landmark,true
kudago-msk-sretenskij-monastyr,landmark,true
kudago-msk-varvary-na-varvarke,landmark,true
kudago-msk-svyato-danilov-monastyr,landmark,true
kudago-msk-hram-georgiya-pobedonosca-na-pskovskoj-gorke,landmark,true
wheretoeat-krd-the-pech,restaurant,True
wheretoeat-krd-ugli-ugli,restaurant,True
wheretoeat-krd-the-great-kraken,restaurant,True
wheretoeat-krd-the-great-kraken,fine_dining,False
wheretoeat-krd-dom-de-marque,fine_dining,True
wheretoeat-krd-dom-de-marque,cocktail_bar,False
wheretoeat-krd-central-park-22,restaurant,True
wheretoeat-krd-cafe-krasnodar,restaurant,True
wheretoeat-krd-cafe-krasnodar,bar,False
wheretoeat-krd-cafe-krasnodar,viewpoint,False
google_places-krd-klevo,restaurant,True
google_places-krd-klevo,bar,False
google_places-krd-sosedi,restaurant,True
google_places-krd-sosedi,cocktail_bar,False
google_places-krd-bumbarash,restaurant,True
google_places-krd-sweet-beans,coffee,True
google_places-krd-larriping,coffee,True
google_places-krd-petrov-vodkin,bar,True
google_places-krd-gorkiy-bar,cocktail_bar,True
google_places-krd-gorkiy-bar,bar,False
google_places-krd-wine-and-vine,wine_bar,True
google_places-krd-wine-and-vine,bar,False
google_places-krd-nstein-brewery,pub,True
google_places-krd-nstein-brewery,bar,False
editorial_seed-krd-muzej-kovalenko,culture,True
editorial_seed-krd-muzej-felicyna,culture,True
editorial_seed-krd-park-krasnodar,park,True
editorial_seed-krd-park-krasnodar,landmark,False
editorial_seed-krd-chistyakovskaya-roshcha,park,True
editorial_seed-krd-gorodskoy-sad,park,True
editorial_seed-krd-gorodskoy-sad,activity,False
editorial_seed-krd-kubanskaya-naberezhnaya,viewpoint,True
editorial_seed-krd-kubanskaya-naberezhnaya,park,False
editorial_seed-krd-koleso-obozreniya,viewpoint,True
editorial_seed-krd-koleso-obozreniya,activity,False
editorial_seed-krd-triumfalnaya-arka,landmark,True
editorial_seed-krd-stadion-krasnodar,activity,True
editorial_seed-krd-stadion-krasnodar,landmark,False
editorial_seed-krd-bani-tri-bogatyrya,bathhouse,True
editorial_seed-krd-carskie-bani,bathhouse,True
wheretoeat-krd-yiayia,restaurant,True
wheretoeat-krd-tori-ramen,restaurant,True
wheretoeat-krd-arkhitektor,restaurant,True
wheretoeat-krd-arkhitektor,cocktail_bar,False
wheretoeat-krd-tommy-lee,restaurant,True
wheretoeat-krd-katenka-katyusha,restaurant,True
wheretoeat-krd-katenka-katyusha,breakfast,False
wheretoeat-krd-kubana-toscana,restaurant,True
wheretoeat-krd-ptichka-nevelichka,restaurant,True
wheretoeat-krd-ptichka-nevelichka,breakfast,False
google_places-krd-yuzhanin,restaurant,True
google_places-krd-yuzhanin,bar,False
google_places-krd-khinkali-stavropolskaya,restaurant,True
google_places-krd-kofe-kak-vino,breakfast,True
google_places-krd-kofe-kak-vino,coffee,False
google_places-krd-kofe-kak-vino,wine_bar,False
google_places-krd-sunny,breakfast,True
google_places-krd-sunny,coffee,False
google_places-krd-tsarskaya-shaurma,quick_bite,True
google_places-krd-shaverma-bar,quick_bite,True
google_places-krd-shaverma-bar,bar,False
google_places-krd-byuro-dezinformatsii,bar,True
editorial_seed-krd-teatr-dramy,culture,True
editorial_seed-krd-muzteatr-premiera,culture,True
editorial_seed-krd-tipografiya,culture,True
editorial_seed-krd-voyskovoy-sobor,landmark,True
editorial_seed-krd-ekaterininskiy-sobor,landmark,True
editorial_seed-krd-shukhovskaya-bashnya,landmark,True
editorial_seed-krd-kinoteatr-avrora,landmark,True
editorial_seed-krd-safari-park,activity,True
editorial_seed-krd-solnechnyy-ostrov,park,True
editorial_seed-krd-solnechnyy-ostrov,activity,False
editorial_seed-krd-dendrariy,park,True
google_places-krd-pompano,viewpoint,True
google_places-krd-pompano,restaurant,False
google_places-krd-pompano,bar,False
